"target","score","p","padj","norm_z_score","norm_z_score_p","norm_z_score_p_adj"
"c0-465",3341.62819179486,0,0,1.81033424362328,0.0702439697529767,0.742037575155024
"c0-368",3683.29894852033,0,0,1.809459998155,0.0703795693112744,0.742037575155024
"c1-387",4110.16882962893,0,0,1.80325841989433,0.0713476394814028,0.742037575155024
"c1-308",3617.12186551971,0,0,1.80275717244811,0.0714263589103263,0.742037575155024
"c0-207",2670.16982178626,0,0,1.79908714599515,0.0720048966279181,0.742037575155024
"c0-378",4075.5497173282,0,0,1.79141586942083,0.0732265841879763,0.742037575155024
"c0-24",2060.15680573115,0,0,1.78814483570298,0.0737526435753031,0.742037575155024
"c2-168",4092.92189963195,0,0,1.78579719989584,0.074132100279168,0.742037575155024
"c4-530",4807.25581023902,0,0,1.78247019718303,0.0746725870810914,0.742037575155024
"c0-864",3294.87033421332,0,0,1.77676707188798,0.0756065716746248,0.742037575155024
"c0-1373",4001.78546293467,0,0,1.75980986469614,0.0784400499278321,0.742037575155024
"c1-150",3271.69528664957,0,0,1.75792569036985,0.0787601539487569,0.742037575155024
"c0-219",2633.28153921605,0,0,1.75748292381811,0.078835529962836,0.742037575155024
"c0-140",2894.67955674975,0,0,1.75699813809513,0.0789181265623033,0.742037575155024
"c0-221",2627.40638969085,0,0,1.7468472965675,0.080663829909218,0.742037575155024
"c0-31",2454.35038040733,0,0,1.74306787040716,0.0813217601100749,0.742037575155024
"c0-233",2497.23836383575,0,0,1.73737373095955,0.0823212249022214,0.742037575155024
"c0-13",2031.13336898618,0,0,1.72807623748567,0.0839745571058093,0.742037575155024
"c0-1163",3939.62554237343,0,0,1.72538531495099,0.084458055997174,0.742037575155024
"c1-576",3942.03211088557,0,0,1.72350629803293,0.0847970072401733,0.742037575155024
"c4-529",4684.01453430356,0,0,1.72312235285393,0.0848664013719013,0.742037575155024
"c0-627",3020.72012118435,0,0,1.72303494621267,0.084882205637821,0.742037575155024
"c2-27",2999.91458217706,0,0,1.72292378406806,0.0849023086487175,0.742037575155024
"c0-571",3995.64706192686,0,0,1.72077576567079,0.0852915216371554,0.742037575155024
"c2-281",3888.97168023647,0,0,1.71979460813689,0.0854697830698,0.742037575155024
"c0-49",2108.07452196187,0,0,1.71753520472583,0.0858814277755653,0.742037575155024
"c0-120",2193.41131725081,0,0,1.71586040363986,0.0861875954421886,0.742037575155024
"c1-129",3936.11945517988,0,0,1.71455830477212,0.0864262387438259,0.742037575155024
"c0-586",3994.01016367022,0,0,1.71250020742462,0.0868045264186149,0.742037575155024
"c2-98",3498.87134949243,0,0,1.70907913796019,0.0874362913777947,0.742037575155024
"c1-455",3903.49175145768,0,0,1.70639295254834,0.0879349418665794,0.742037575155024
"c3-153",3466.03548052223,0,0,1.70577250581939,0.0880504440331237,0.742037575155024
"c2-114",3497.28655150327,0,0,1.70466978890727,0.0882560273726705,0.742037575155024
"c4-201",4626.41810218128,0,0,1.70122795675059,0.0889001900931442,0.742037575155024
"c1-97",3169.57924097505,0,0,1.69885542255033,0.0893464279686784,0.742037575155024
"c0-1087",3469.93526681529,0,0,1.69619687008555,0.0898486030167473,0.742037575155024
"c1-281",3492.13429000161,0,0,1.6961101877212,0.0898650146545312,0.742037575155024
"c1-449",3869.81580688499,0,0,1.69470507800577,0.0901313818920355,0.742037575155024
"c4-159",4589.13173213269,0,0,1.69351564869942,0.0903573587719,0.742037575155024
"c0-1106",3470.58092387952,0,0,1.69257897506701,0.0905356358619894,0.742037575155024
"c0-1227",3917.11134578741,0,0,1.6922119248298,0.0906055736569225,0.742037575155024
"c0-1365",3879.78820691446,0,0,1.69161750685707,0.0907189263008056,0.742037575155024
"c0-914",3478.31833039693,0,0,1.68601081706211,0.0917937159071497,0.742037575155024
"c2-43",2939.87495154205,0,0,1.68540855870057,0.0919097735077212,0.742037575155024
"c1-263",3449.73901613075,0,0,1.6842466069798,0.0921340193918868,0.742037575155024
"c4-526",4536.60997222309,0,0,1.68158255012094,0.0926498166742565,0.742037575155024
"c2-25",2949.15489064433,0,0,1.68067336782587,0.092826376314038,0.742037575155024
"c0-130",2389.58046559058,0,0,1.67909005551654,0.0931344940239555,0.742037575155024
"c0-328",2637.56345209454,0,0,1.67612014547392,0.0937146615038011,0.742037575155024
"c0-1186",3868.19061463178,0,0,1.67498877344945,0.0939364343685998,0.742037575155024
"c1-268",3430.52914282815,0,0,1.67429272638259,0.094073083307327,0.742037575155024
"c1-14",2652.6842476287,0,0,1.67365780611368,0.0941978707101413,0.742037575155024
"c0-392",2941.77171295611,0,0,1.67314862158142,0.0942980418376416,0.742037575155024
"c0-69",1975.08533326115,0,0,1.67008231460992,0.0949030787021738,0.742037575155024
"c0-1329",3857.88442311302,0,0,1.66941729333229,0.0950347087754295,0.742037575155024
"c0-356",2529.0563990981,0,0,1.66839656789335,0.0952370291434706,0.742037575155024
"c0-1059",3803.46339794906,0,0,1.66755819740222,0.095403462428953,0.742037575155024
"c0-65",3126.87643041692,0,0,1.66181192126624,0.0965504912065339,0.742037575155024
"c0-744",3127.26270809604,0,0,1.65623479213709,0.0976742799918617,0.742037575155024
"c0-1176",3783.87662896641,0,0,1.65211600831382,0.0985109041687218,0.742037575155024
